cycle,range_bin,doppler_bin,output_hex
1399965000,56,30,00840000
1399975000,56,31,0031ff2d
1405045000,57,0,ff6e0141
1405055000,57,1,0145ff88
1405065000,57,2,feee014e
1405075000,57,3,00f3fea0
1405085000,57,4,fef5fffd
1405095000,57,5,0187ffdf
1405105000,57,6,ff2d00b9
1405115000,57,7,ffc9ffd2
1405125000,57,8,0056ff74
1405135000,57,9,ffc5010e
1405145000,57,10,ff42febd
1405155000,57,11,013cffc8
1405165000,57,12,ffc60236
1405175000,57,13,ff93fdcb
1405185000,57,14,0047001b
1405195000,57,15,00530079
1405205000,57,16,005affef
1405215000,57,17,fecbff58
1405225000,57,18,00960090
1405235000,57,19,ffc9fff6
1405245000,57,20,0005ff51
1405255000,57,21,fef50125
1405265000,57,22,010fffa9
1405275000,57,23,fef5ff88
1405285000,57,24,00ee003c
1405295000,57,25,ff6ffec6
1405305000,57,26,ff1a0281
1405315000,57,27,01d0feea
1405325000,57,28,ff14011c
1405335000,57,29,ffbdff05
1405345000,57,30,00cd0277
1405355000,57,31,0007fccd
1410425000,58,0,ffcfff7a
1410435000,58,1,ff0900ce
1410445000,58,2,0192fed9
1410455000,58,3,ff7f012d
1410465000,58,4,ffc1ff05
1410475000,58,5,ffe800c3
1410485000,58,6,ff46ffbd
1410495000,58,7,013bfed6
1410505000,58,8,fea00167
1410515000,58,9,0009ffa0
1410525000,58,10,00cbffb9
1410535000,58,11,ff97fff5
1410545000,58,12,fff5012c
1410555000,58,13,ffc5ff0e
1410565000,58,14,00ecff6c
1410575000,58,15,ff5901dc
1410585000,58,16,00f5ff28
1410595000,58,17,fef5ffa8
1410605000,58,18,ff76fff7
1410615000,58,19,011d0111
1410625000,58,20,fef9fd25
1410635000,58,21,01460369
1410645000,58,22,ff42fe2d
1410655000,58,23,ff9f00b0
1410665000,58,24,0114fe97
1410675000,58,25,ff25010e
1410685000,58,26,00690137
1410695000,58,27,ff15ffad
1410705000,58,28,01a1fef2
1410715000,58,29,fd690152
1410725000,58,30,0338ff72
1410735000,58,31,ff4dff9e
1415805000,59,0,fedaffe4
1415815000,59,1,01470008
1415825000,59,2,fe54ff4e
1415835000,59,3,01e1028f
1415845000,59,4,ff06fe28
1415855000,59,5,00c10034
1415865000,59,6,ffcafff8
1415875000,59,7,ff78012b
1415885000,59,8,029afdee
1415895000,59,9,fd79016b
1415905000,59,10,01e2ff77
1415915000,59,11,fe490082
1415925000,59,12,026cfe2f
1415935000,59,13,fd0e01db
1415945000,59,14,0126fe31
1415955000,59,15,001b0113
1415965000,59,16,00faff04
1415975000,59,17,fd8d00a8
1415985000,59,18,00caffc0
1415995000,59,19,00dbffd9
1416005000,59,20,ff6c0038
1416015000,59,21,ffcd013e
1416025000,59,22,00f0ffdc
1416035000,59,23,fe62fe39
1416045000,59,24,0122016e
1416055000,59,25,ff83fe71
1416065000,59,26,0044010f
1416075000,59,27,ff6b00e6
1416085000,59,28,006afded
1416095000,59,29,ffd4018f
1416105000,59,30,00840007
1416115000,59,31,ffdbfff1
1421185000,60,0,00440175
1421195000,60,1,ffdd0023
1421205000,60,2,ff09fe35
1421215000,60,3,01d001cc
1421225000,60,4,ff77fee6
1421235000,60,5,ffd100b1
1421245000,60,6,fedbff14
1421255000,60,7,02510143
1421265000,60,8,fe6dfef9
1421275000,60,9,ffb300c2
1421285000,60,10,00aeff7e
1421295000,60,11,0022007f
1421305000,60,12,ff15ff1f
1421315000,60,13,ff0c005f
1421325000,60,14,02edffad
1421335000,60,15,fd820109
1421345000,60,16,02c8fe29
1421355000,60,17,fc670137
1421365000,60,18,01f700d7
1421375000,60,19,ff20ff36
1421385000,60,20,006bfed6
1421395000,60,21,ff210301
1421405000,60,22,015ffe9a
1421415000,60,23,fea1ffa7
1421425000,60,24,012f007d
1421435000,60,25,ff85ff8c
1421445000,60,26,00d20126
1421455000,60,27,ff2eff53
1421465000,60,28,00e1fff1
1421475000,60,29,ffe6002f
1421485000,60,30,01490125
1421495000,60,31,fe7cfd41
1426565000,61,0,fe91ff09
1426575000,61,1,00c000ca
1426585000,61,2,fe54fefd
1426595000,61,3,02fe014f
1426605000,61,4,fe9efefd
1426615000,61,5,ff320025
1426625000,61,6,00eefffc
1426635000,61,7,0102006a
1426645000,61,8,ff6cff3b
1426655000,61,9,fe5f0123
1426665000,61,10,01e0fe8f
1426675000,61,11,feea0165
1426685000,61,12,0018fdd3
1426695000,61,13,ff6a026d
1426705000,61,14,00e1fe0a
1426715000,61,15,ff65012f
1426725000,61,16,00bdfe89
1426735000,61,17,fef2010e
1426745000,61,18,00a400b1
1426755000,61,19,ffb8ffaf
1426765000,61,20,ffc4ffb7
1426775000,61,21,ff5201b5
1426785000,61,22,01f2feac
1426795000,61,23,fe20ffdc
1426805000,61,24,01ea0077
1426815000,61,25,ff1bfe45
1426825000,61,26,0024025b
1426835000,61,27,ff84ff8d
1426845000,61,28,014afe85
1426855000,61,29,ffb60199
1426865000,61,30,ff1bff26
1426875000,61,31,014500bb
1431945000,62,0,fe9dffb5
1431955000,62,1,ffd500b4
1431965000,62,2,fff0ff44
1431975000,62,3,012e0017
1431985000,62,4,ff390153
1431995000,62,5,ffa0fe8e
1432005000,62,6,fffdffe4
1432015000,62,7,029efff8
1432025000,62,8,fc5b005f
1432035000,62,9,022e0035
1432045000,62,10,ffc1ff33
1432055000,62,11,ff4001ff
1432065000,62,12,ffd4fe15
1432075000,62,13,00fd018e
1432085000,62,14,fe67fe93
1432095000,62,15,023d01a9
1432105000,62,16,feebfd91
1432115000,62,17,ffcb019e
1432125000,62,18,0032003c
1432135000,62,19,012cff83
1432145000,62,20,fea7ff97
1432155000,62,21,006c00b4
1432165000,62,22,000fffd4
1432175000,62,23,002400b8
1432185000,62,24,00c9fd73
1432195000,62,25,fe4201f9
1432205000,62,26,015dffb1
1432215000,62,27,fea6ffc3
1432225000,62,28,0058fe79
1432235000,62,29,00df02a8
1432245000,62,30,ff05fe21
1432255000,62,31,015900f3
1437325000,63,0,fe7b0003
1437335000,63,1,00c60016
1437345000,63,2,ff98ffe7
1437355000,63,3,ffa9ff92
1437365000,63,4,fff5010c
1437375000,63,5,0124ff33
1437385000,63,6,ff780082
1437395000,63,7,005dffdc
1437405000,63,8,ff8e000f
1437415000,63,9,ff9b00b3
1437425000,63,10,011cff6d
1437435000,63,11,fe70ff80
1437445000,63,12,00be01db
1437455000,63,13,00f9fe89
1437465000,63,14,ffb4ff46
1437475000,63,15,ffbf0148
1437485000,63,16,0087ff8f
1437495000,63,17,0004feaa
1437505000,63,18,0032018f
1437515000,63,19,ff3dff2e
1437525000,63,20,ffc101ec
1437535000,63,21,00a0fbc1
1437545000,63,22,ff8a037a
1437555000,63,23,ff67fe3e
1437565000,63,24,00f00127
1437575000,63,25,ffbbff35
1437585000,63,26,fec20061
1437595000,63,27,015aff64
1437605000,63,28,00040105
1437615000,63,29,001b0023
1437625000,63,30,febafffa
1437635000,63,31,01c5ff92
